id,category,group,title,current_price,new_price
"cat_k_massager_1","Kitchen Utensils","Massager","Face",0,
"cat_k_microwave_1","Kitchen Utensils","Microwave","Hisence - H20MOBS11",0,
"cat_k_mopping-stick_1","Kitchen Utensils","Mopping Stick","Big",0,
"cat_k_mopping-stick_2","Kitchen Utensils","Mopping Stick","Medium",0,
"cat_k_mopping-stick_3","Kitchen Utensils","Mopping Stick","Small",0,
"cat_k_mug_1","Kitchen Utensils","Mug","Coffee Break - With Spoon",0,
"cat_k_mug_2","Kitchen Utensils","Mug","Emel with Spoons",0,
"cat_k_mug_3","Kitchen Utensils","Mug","Hana - Single",0,
"cat_k_mug_4","Kitchen Utensils","Mug","SMP - Single",0,
"cat_e_nail_1","Electrical Materials and Fittings","Nail","For Iron Clip",0,
"cat_e_nail-cutter_1","Electrical Materials and Fittings","Nail Cutter","Standard",0,
"cat_k_napkin_1","Kitchen Utensils","Napkin","Kitchen - 3 in 1",0,
"cat_k_nylon_1","Kitchen Utensils","Nylon","Takeaway",0,
"cat_k_parker_1","Kitchen Utensils","Parker","Standard",0,
"cat_e_pattress-box_1","Electrical Materials and Fittings","Pattress Box","Standard",0,
"cat_k_peg_1","Kitchen Utensils","Peg","Sunbelt for Clothe",0,
"cat_k_peg_2","Kitchen Utensils","Peg","XRZ - Big",0,
"cat_k_peg_3","Kitchen Utensils","Peg","XRZ - Small",0,
"cat_e_phone-stand_1","Electrical Materials and Fittings","Phone Stand","Standard",0,
"cat_k_plate_1","Kitchen Utensils","Plate","Ceramic Plate with Spoon",0,
"cat_k_plate_2","Kitchen Utensils","Plate","China - 5 Pcs",0,
"cat_k_plate_3","Kitchen Utensils","Plate","China - Deqin - 4 Pcs",0,
"cat_k_plate_4","Kitchen Utensils","Plate","Cran Berry - Dinner Set - 10 Pcs White",0,
